HVP-6.0-SP2p41.1-2199-39494
Interactive ServicesComcast
AdministrationReportsConfigurationuser: ADDelima@comcast.wic Logout
Customer Usage
Call
Call ID:	e4010-20180607221756327-114
Application Name:	EIVR QA comcastvxmlapps
Application Description:	EIVR QA comcastvxmlapps
CLID:	8008388383
DNIS:	1490056
Call Date:	Thursday, June 7th 2018
Call Utterance:	
Event Search
Event ID:	  
Parameter:	
 
Events
Time	ID	Param ID	Utterance
22:17:56	sip session	callid=637838999_98587302@10.27.219.50|remote-rtp=10.27.219.10:16254|local-rtp=10.27.217.214:11832|originator=REMOTE	-
22:17:56	call start	ANI=8008388383|DNIS=1490056|VURL=http://comcastvxmlapps/clients/comcast/indexes/eivr-qa-index.vxml.php?e=mc2|outbound=N	-
22:17:56	asr session	asrengine=nuance90-mrcp1-comcast|sessionid=FLBJOHDIAAABNCGIAAAAAAAA|address=10.27.139.146:554|server=Nuance Open Speech Recognizer for MRCPv1|setuptime=0.006|endpoint=10.27.130.171:7894	-
22:17:56	document dump	URL=/opt/holly/client/data/dnis/all.js|fetchtype=script|mimetype=test/javascript	-
22:17:56	note	message=enable full call recording|callrecording=/var/data/holly/data/call/2018/0607/2217/e4010-20180607221756327-114/call.wav	-
22:17:56	document transition	uri=call_initialization|cpu=0.010000|normalcpu=0.010000	-
22:17:56	fetch	uri=http://comcastvxmlapps/clients/comcast/indexes/eivr-qa-index.vxml.php?e=mc2|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.019|documentsize=195|outcome=success|failover=false|localport=46006|hostname=comcastvxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=75|bytesread=418|byteswritten=217|cachedecision=nc(no expiration)|method=GET	-
22:17:56	document dump	URL=http://comcastvxmlapps/clients/comcast/indexes/eivr-qa-index.vxml.php?e=mc2|fetchtype=vxml|mimetype=text/html	-
22:17:56	document transition	uri=http://comcastvxmlapps/clients/comcast/indexes/eivr-qa-index.vxml.php?e=mc2|cpu=0.010000|normalcpu=0.010000	-
22:17:56	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader2/index.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.026|documentsize=11495|outcome=success|failover=false|localport=46008|hostname=comcastvxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=60|bytesread=11854|byteswritten=322|cachedecision=nc(pragma no-cache)|method=GET	-
22:17:56	document dump	URL=http://comcastvxmlapps/clients/comcast/testheader2/index.php|fetchtype=vxml|mimetype=text/html	-
22:17:56	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader2/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.026|documentsize=5528|outcome=success|failover=false|localport=46010|hostname=comcastvxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=68|bytesread=5803|byteswritten=422|cachedecision=nc(pragma no-cache)|method=GET	-
22:17:56	document dump	URL=http://comcastvxmlapps/clients/comcast/testheader2/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
22:17:56	asr session	asrengine=nuance90-mrcp1-comcast-n10|sessionid=FLBJOIHOAAAEMOACAAAAAAAA|address=10.27.131.82:554|server=Nuance Open Speech Recognizer for MRCPv1|setuptime=0.011|endpoint=10.27.131.82:8426	-
22:17:56	document transition	uri=http://comcastvxmlapps/clients/comcast/testheader2/index.php|cpu=0.020000|normalcpu=0.020000	-
22:17:56	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader2/index.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.025|documentsize=569|outcome=success|failover=false|localport=46014|hostname=comcastvxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=60|bytesread=843|byteswritten=2096|cachedecision=n/a|method=POST	-
22:17:56	document dump	URL=http://comcastvxmlapps/clients/comcast/testheader2/index.php|fetchtype=vxml|mimetype=text/html	-
22:17:56	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader2/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.026|documentsize=5528|outcome=success|failover=false|localport=46016|hostname=comcastvxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=68|bytesread=5803|byteswritten=422|cachedecision=nc(pragma no-cache)|method=GET	-
22:17:56	document dump	URL=http://comcastvxmlapps/clients/comcast/testheader2/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
22:17:56	log	content=FRAMEWORK FILENAME: /wic/wic/wic/wicstd/framework/v.holly.22.20180607	-
22:17:56	log	content=FRAMEWORK LOGDATA: 1528424276,4010,114,20180607,221756,8111490056,8008388383,comcast,,20,Holly,4010,e4010-20180607221756327-114,led32179,8008388383	-
22:17:56	document transition	uri=http://comcastvxmlapps/clients/comcast/testheader2/index.php|cpu=0.020000|normalcpu=0.020000	-
22:17:56	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader2/dev/start.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.060|documentsize=90012|outcome=success|failover=false|localport=46018|hostname=comcastvxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=69|bytesread=90386|byteswritten=518|cachedecision=n/a|method=POST	-
22:17:56	document dump	URL=http://comcastvxmlapps/clients/comcast/testheader2/dev/start.vxml.php|fetchtype=vxml|mimetype=text/html	-
22:17:56	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader2/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.025|documentsize=5528|outcome=success|failover=false|localport=46020|hostname=comcastvxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=68|bytesread=5803|byteswritten=422|cachedecision=nc(pragma no-cache)|method=GET	-
22:17:56	document dump	URL=http://comcastvxmlapps/clients/comcast/testheader2/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
22:17:56	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader2/voice/Greeting.wav|fetchtype=audio|mimetype=audio/x-wav|incache=true|latency=0.000|documentsize=23836|outcome=success|failover=false|hostname=comcastvxmlapps|urilength=69|cachedecision=in(Last Modified)	-
22:17:56	prompt	type=external|URI=http://comcastvxmlapps/clients/comcast/testheader2/voice/Greeting.wav|outcome=success	-
22:17:56	fetch	uri=http://comcastvxmlapps/ecmascripts/wicstd/dynocat.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.024|documentsize=108953|outcome=success|failover=false|localport=46022|hostname=comcastvxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=52|bytesread=109203|byteswritten=462|cachedecision=ca(vxml maxage)(Last Modified)|method=GET	-
22:17:56	document dump	URL=http://comcastvxmlapps/ecmascripts/wicstd/dynocat.js|fetchtype=script|mimetype=application/javascript	-
22:17:56	log	expr=WicStdPromptAndCollect version 1.11.0.1 (20160624)	-
22:17:56	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader2/voice/AccessCode.wav|fetchtype=audio|mimetype=audio/x-wav|incache=true|latency=0.000|documentsize=35942|outcome=success|failover=false|hostname=comcastvxmlapps|urilength=71|cachedecision=in(Last Modified)	-
22:17:56	prompt	type=external|URI=http://comcastvxmlapps/clients/comcast/testheader2/voice/AccessCode.wav|outcome=success	-
22:17:56	recognition start	inputmodes=dtmf,voice|threshold=20|timeout=5.000|bargeintype=speech|completetimeout=1.500|incompletetimeout=1.500|interdigittimeout=5.000|termtimeout=0.000|termchar=#	-
22:18:03	recognition end	result=success|inputmode=dtmf|utterance=0 0 1 8|confidence=100|grammar=Grammar_0|bargein=false|recordutterances=N	-
22:18:03	NUANCE	WEST_CALL_DATA=1528424276,4010,114,20180607,221756,8111490056,8008388383	-
22:18:03	log	expr=WicStdFormValue = 0018	-
22:18:03	log	expr=WicStdFormConfidence = 100	-
22:18:03	log	expr=WicStdFormUtterance = 0 0 1 8	-
22:18:03	log	expr=WicStdFormInputMode = dtmf	-
22:18:03	log	expr=WicStdCompleteNBestStr = +AskCue:0018^^^1^^^0 0 1 8^^^dtmf	-
22:18:03	log	expr=Summary : OK,0018,0,0,dtmf,100,undefined	-
22:18:03	log	expr=WicStdPromptAndCollect END	-
22:18:03	log	content=*********** PnC WicStd Variables *****************	-
22:18:03	log	content= WicStdResult is: OK	-
22:18:03	log	content= WicStdFormValue is: 0018	-
22:18:03	log	content=WicStdFormNomatchCount is: 0	-
22:18:03	log	content=WicStdFormNoinputCount is: 0	-
22:18:03	log	content= WicStdFormFailCount is: 0	-
22:18:03	log	content= WicStdFormInputMode is: dtmf	-
22:18:03	log	content= WicStdError is: undefined	-
22:18:03	fetch	uri=http://comcastvxmlapps/ecmascripts/wicstd/dynocat.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.024|documentsize=108953|outcome=success|failover=false|localport=46040|hostname=comcastvxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=52|bytesread=109203|byteswritten=462|cachedecision=ca(vxml maxage)(Last Modified)|method=GET	-
