HVP-6.0-SP2p41.1-2199-39494
Interactive Services
AdministrationReportsConfigurationuser: mbejosano@west.com Logout
Customer Usage
Call
Call ID:	e4007-20180328181307553-488
Application Name:	Care2.0
Application Description:	Care2.0
CLID:	HUI0000010000
DNIS:	4070077
Call Date:	Wednesday, March 28th 2018
Call Utterance:	not available
Event Search
Event ID:	  
Parameter:	
 
Events
Time	ID	Param ID	Utterance
18:13:07	sip session	callid=570d905c-a96e-4aed-be01-6a2efb114d5f@10.27.131.217|remote-rtp=10.27.131.217:28082|local-rtp=10.27.128.108:13768|originator=REMOTE	-
18:13:07	call start	ANI=HUI0000010000|DNIS=4070077|VURL=http://vxmlnasapps/CallRouter/?session.connection.local.uri=adt_care_2_TEST&useExternalIP=true|outbound=N	-
18:13:07	asr session	asrengine=nuance90-mrcp1-ng|sessionid=FKLMBDHDAAAIOODLAAAAAAAA|address=10.27.139.152:554|server=Nuance Open Speech Recognizer for MRCPv1|setuptime=0.003|endpoint=10.27.130.136:8920	-
18:13:07	fetch	uri=http://vxmlnasapps/CallRouter/?session.connection.local.uri=adt_care_2_TEST&useExternalIP=true|fetchtype=vxml|mimetype=text/xml;charset=ISO-8859-1|incache=false|latency=0.020|documentsize=303|outcome=success|failover=false|localport=49470|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=94|bytesread=486|byteswritten=236|cachedecision=nc(no expiration)|method=GET	-
18:13:07	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180328114523/srv/tuvoxcvr?useExternalIP=true&session.connection.local.uri=adt_care_2_TEST|fetchtype=vxml|mimetype=text/xml;charset=ISO-8859-1|incache=false|latency=0.016|documentsize=16416|outcome=success|failover=false|localport=49472|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=141|bytesread=16753|byteswritten=283|cachedecision=nc(no expiration)|method=GET	-
18:13:07	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180328114523/dialogs/TuVoxRoot.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.008|documentsize=84229|outcome=success|failover=false|localport=49474|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=87|bytesread=84623|byteswritten=369|cachedecision=nc(pragma no-cache)|method=GET	-
18:13:07	severe	msg=ReferenceError: asrengine is not defined|line=1	-
18:13:07	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/wicstd.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.006|documentsize=26744|outcome=success|failover=false|localport=49476|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=47|bytesread=27134|byteswritten=189|cachedecision=nc(pragma no-cache)|method=GET	-
18:13:07	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/MTLPortRequest.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.005|documentsize=18722|outcome=success|failover=false|localport=49478|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=55|bytesread=19112|byteswritten=197|cachedecision=nc(pragma no-cache)|method=GET	-
18:13:07	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/QueportPortRequest.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.004|documentsize=11014|outcome=success|failover=false|localport=49480|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=59|bytesread=11404|byteswritten=201|cachedecision=nc(pragma no-cache)|method=GET	-
18:13:07	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/XMLParsingFunctions.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.004|documentsize=14460|outcome=success|failover=false|localport=49482|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=60|bytesread=14850|byteswritten=202|cachedecision=nc(pragma no-cache)|method=GET	-
18:13:07	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/dynocat.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.007|documentsize=103812|outcome=success|failover=false|localport=49484|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=48|bytesread=104204|byteswritten=190|cachedecision=nc(pragma no-cache)|method=GET	-
18:13:07	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/audioArray.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.004|documentsize=4942|outcome=success|failover=false|localport=49486|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=51|bytesread=5333|byteswritten=193|cachedecision=nc(pragma no-cache)|method=GET	-
18:13:07	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/voiceCapture.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.004|documentsize=13192|outcome=success|failover=false|localport=49488|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=53|bytesread=13582|byteswritten=195|cachedecision=nc(pragma no-cache)|method=GET	-
18:13:07	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/rfbhvlogging.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.004|documentsize=15622|outcome=success|failover=false|localport=49490|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=53|bytesread=16012|byteswritten=195|cachedecision=nc(pragma no-cache)|method=GET	-
18:13:07	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/txllogging.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.004|documentsize=16604|outcome=success|failover=false|localport=49492|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=51|bytesread=16994|byteswritten=193|cachedecision=nc(pragma no-cache)|method=GET	-
18:13:07	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/wiclogging.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.003|documentsize=1718|outcome=success|failover=false|localport=49494|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=51|bytesread=2106|byteswritten=193|cachedecision=nc(pragma no-cache)|method=GET	-
18:13:07	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/prompt.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.003|documentsize=5145|outcome=success|failover=false|localport=49496|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=47|bytesread=5534|byteswritten=189|cachedecision=nc(pragma no-cache)|method=GET	-
18:13:07	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/gvp.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.003|documentsize=9491|outcome=success|failover=false|localport=49498|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=44|bytesread=9880|byteswritten=186|cachedecision=nc(pragma no-cache)|method=GET	-
