HVP-5.1-SP3p27-1831-35859
West InboundComcast
AdministrationReportsConfigurationuser: OGaela@comcast.wic Logout
Customer Usage
Call
Call ID:	e3129-20170511162642241-523
Application Name:	EIVR UAT comcastvxmlapps
Application Description:	EIVR UAT comcastvxmlapps
CLID:	2018031358
DNIS:	1490051
Call Date:	Thursday, 11th May 2017
Call Utterance:	 
Back to Log Calls
Event Search
Event ID:	  
Parameter:	
Reset  Display Events
Events
Time	ID	Param ID	Utterance
16:26:42	sip session	callid=855953557_24153111@10.27.219.50|remote-rtp=10.27.219.10:18078|local-rtp=10.27.214.94:14794	-
16:26:42	call start	ANI=2018031358|DNIS=1490051|VURL=http://comcastvxmlapps/clients/comcast/indexes/eivr-uat-index.vxml.php?e=mc2|outbound=N	-
16:26:42	asr session	asrengine=nuance90-mrcp1|sessionid=FJBEMJACAAAECBALAAAAAAAD|address=10.27.139.178:554|server=Nuance Open Speech Recognizer for MRCPv1|setuptime=0.011|endpoint=10.27.131.53:8882	-
16:26:42	document transition	uri=call_initialization|cpu=0.000|normalcpu=0.000	-
16:26:42	fetch	uri=http://comcastvxmlapps/clients/comcast/indexes/eivr-uat-index.vxml.php?e=mc2|fetchtype=vxml|incache=false|latency=0.063|documentsize=194|outcome=success|failover=false|localport=51182|hostname=comcastvxmlapps|exlocalport=0|HTTPStatus=200|HTTPStatusDescription=OK|urilength=76|bytesread=417|byteswritten=147|cachedecision=nc(no expiration)	-
16:26:42	document dump	URL=http://comcastvxmlapps/clients/comcast/indexes/eivr-uat-index.vxml.php?e=mc2	-
16:26:42	document transition	uri=http://comcastvxmlapps/clients/comcast/indexes/eivr-uat-index.vxml.php?e=mc2|cpu=0.010|normalcpu=0.010	-
16:26:42	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader/index.php|fetchtype=vxml|incache=false|latency=0.069|documentsize=11395|outcome=success|failover=false|localport=51184|hostname=comcastvxmlapps|exlocalport=0|HTTPStatus=200|HTTPStatusDescription=OK|urilength=59|bytesread=11754|byteswritten=331|cachedecision=nc(pragma no-cache)	-
16:26:42	document dump	URL=http://comcastvxmlapps/clients/comcast/testheader/index.php	-
16:26:42	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader/dev/root.vxml.php|fetchtype=vxml|incache=false|latency=0.068|documentsize=4858|outcome=success|failover=false|localport=51185|hostname=comcastvxmlapps|exlocalport=0|HTTPStatus=200|HTTPStatusDescription=OK|urilength=67|bytesread=5133|byteswritten=411|cachedecision=nc(pragma no-cache)	-
16:26:42	document dump	URL=http://comcastvxmlapps/clients/comcast/testheader/dev/root.vxml.php	-
16:26:42	document transition	uri=http://comcastvxmlapps/clients/comcast/testheader/index.php|cpu=0.030|normalcpu=0.030	-
16:26:42	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader/index.php|fetchtype=vxml|incache=false|latency=0.071|documentsize=567|outcome=success|failover=false|localport=51186|hostname=comcastvxmlapps|exlocalport=0|HTTPStatus=200|HTTPStatusDescription=OK|urilength=59|bytesread=841|byteswritten=2082|cachedecision=n/a	-
16:26:42	document dump	URL=http://comcastvxmlapps/clients/comcast/testheader/index.php	-
16:26:42	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader/dev/root.vxml.php|fetchtype=vxml|incache=false|latency=0.071|documentsize=4858|outcome=success|failover=false|localport=51187|hostname=comcastvxmlapps|exlocalport=0|HTTPStatus=200|HTTPStatusDescription=OK|urilength=67|bytesread=5133|byteswritten=411|cachedecision=nc(pragma no-cache)	-
16:26:42	document dump	URL=http://comcastvxmlapps/clients/comcast/testheader/dev/root.vxml.php	-
16:26:42	log	content=FRAMEWORK FILENAME: /wic/wic/wic/wicstd/framework/v.holly.16.20170511	-
16:26:42	log	content=FRAMEWORK LOGDATA: 1494534402,3129,523,20170511,162642,8111490051,2018031358,comcast,,20,Holly,3129,e3129-20170511162642241-523,led32175,2018031358	-
16:26:42	document transition	uri=http://comcastvxmlapps/clients/comcast/testheader/index.php|cpu=0.010|normalcpu=0.010	-
16:26:42	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader/dev/start.vxml.php|fetchtype=vxml|incache=false|latency=0.067|documentsize=770|outcome=success|failover=false|localport=51188|hostname=comcastvxmlapps|exlocalport=0|HTTPStatus=200|HTTPStatusDescription=OK|urilength=68|bytesread=1044|byteswritten=507|cachedecision=n/a	-
16:26:42	document dump	URL=http://comcastvxmlapps/clients/comcast/testheader/dev/start.vxml.php	-
16:26:42	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader/dev/root.vxml.php|fetchtype=vxml|incache=false|latency=0.066|documentsize=4858|outcome=success|failover=false|localport=51189|hostname=comcastvxmlapps|exlocalport=0|HTTPStatus=200|HTTPStatusDescription=OK|urilength=67|bytesread=5133|byteswritten=415|cachedecision=nc(pragma no-cache)	-
16:26:42	document dump	URL=http://comcastvxmlapps/clients/comcast/testheader/dev/root.vxml.php	-
16:26:42	asr session	asrengine=nuance90-mrcp1-comcast-n10|sessionid=FJBEMJEDAAAFLOCOAAAAAAAB|address=10.27.131.82:554|server=Nuance Open Speech Recognizer for MRCPv1|setuptime=0.038|endpoint=10.27.131.82:7892	-
16:26:42	grammar activation	label=Grammar_0|mode=url|URI=builtin:grammar/digits?minlength=1;maxlength=8	-
16:26:42	grammar activation	label=Grammar_1|mode=url|URI=builtin:dtmf/digits?minlength=1;maxlength=8	-
16:26:42	recognition start	inputmodes=dtmf,voice|threshold=35|timeout=5.000|bargeintype=speech|completetimeout=1.500|incompletetimeout=1.500|interdigittimeout=5.000|termtimeout=0.000|termchar=#	-
16:26:55	recognition end	result=success|inputmode=dtmf|utterance=1 0 1 7|confidence=100|grammar=Grammar_1|bargein=false|recordutterances=N	-
16:26:55	grammar activation	label=Grammar_0|mode=url|URI=builtin:grammar/digits?minlength=1;maxlength=10	-
16:26:55	grammar activation	label=Grammar_1|mode=url|URI=builtin:dtmf/digits?minlength=1;maxlength=10	-
16:26:55	recognition start	inputmodes=dtmf,voice|threshold=35|timeout=5.000|bargeintype=speech|completetimeout=1.500|incompletetimeout=1.500|interdigittimeout=5.000|termtimeout=0.000|termchar=#	-
16:27:04	recognition end	result=success|inputmode=dtmf|utterance=0 5 2 3|confidence=100|grammar=Grammar_1|bargein=false|recordutterances=N	-
16:27:04	document transition	uri=http://comcastvxmlapps/clients/comcast/testheader/dev/start.vxml.php|cpu=0.030|normalcpu=0.030	-
16:27:05	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader/dev/validate.vxml.php?login=1017&password=0523|fetchtype=vxml|incache=false|latency=0.082|documentsize=592|outcome=success|failover=false|localport=51271|hostname=comcastvxmlapps|exlocalport=0|HTTPStatus=200|HTTPStatusDescription=OK|urilength=96|bytesread=866|byteswritten=470|cachedecision=nc(pragma no-cache)	-
16:27:05	document dump	URL=http://comcastvxmlapps/clients/comcast/testheader/dev/validate.vxml.php?login=1017&password=0523	-
16:27:05	fetch	uri=http://comcastvxmlapps/clients/comcast/testheader/dev/root.vxml.php|fetchtype=vxml|incache=false|latency=0.070|documentsize=4858|outcome=success|failover=false|localport=51272|hostname=comcastvxmlapps|exlocalport=0|HTTPStatus=200|HTTPStatusDescription=OK|urilength=67|bytesread=5133|byteswritten=415|cachedecision=nc(pragma no-cache)	-
16:27:05	document dump	URL=http://comcastvxmlapps/clients/comcast/testheader/dev/root.vxml.php	-
16:27:05	log	content= PATH: clients/comcast/uat_052317/vxml/eivr/index.php	-
16:27:05	log	content= PREPROD URL: http://comcastvxmlapps/clients/comcast/uat_052317/vxml/eivr/index.php?e=mc2	-
16:27:05	document transition	uri=http://comcastvxmlapps/clients/comcast/testheader/dev/validate.vxml.php?login=1017&password=0523|cpu=0.020|normalcpu=0.020	-
